Existence of initiatives and projects in the past five years to improve the tourism sector - exists,Existence of cafes - does not exist,Tourism Index,Existence of touristic attractions that can be expolited and developed - does not exist,Existence of touristic attractions prone to be exploited and developed - exists,Total number of hotels,Town,Total number of cafes,Observation URI,Existence of hotels - does not exist,Existence of restaurants - does not exist,Existence of cafes - exists,references,Existence of hotels - exists,refArea,Total number of guest houses,Total number of restaurants,publisher,dataset,Existence of guest houses - exists,Existence of guest houses - does not exist,Existence of restaurants - exists
0,0,9,0,1,5,Lala,15,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Lala,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Western_Beqaa_District,0,10,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,1,0,0,Laqlouq,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Laqlouq,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Lassa,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Lassa,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,0,1,0,Lebaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Lebaa,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,4,0,1,0,Lehfed,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Lehfed,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,1,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,0,0,0,0,Libbaya West Bekaa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Libbaya+West+Bekaa,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Louayzet Jezzine,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Louayzet+Jezzine,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,0,1,0,Loubieh,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Loubieh,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,1,0,0,1,0,Maad,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maad,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Maarab,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maarab,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,0,1,0,Maaraboun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maaraboun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,1,0,0,Maarakeh,20,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maarakeh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Maaroub,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maaroub,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,0,1,0,Maasrati,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maasrati,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,10,0,1,2,Maasser Beit Ed-Dine,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maasser+Beit+Ed-Dine,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,https://dbpedia.org/page/Mount_Lebanon_Governorate,5,10,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,0,0,0,0,Maasser Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maasser+Ech-Chouf,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Maaysra Kesrouane,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maaysra+Kesrouane,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Machghara,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Machghara,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,0,1,0,Machha,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Machha,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Machmoucheh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Machmoucheh,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Machta Hammoud,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Machta+Hammoud,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Machta Hassan,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Machta+Hassan,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,6,0,1,0,Maghdoucheh,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maghdoucheh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,0,1,0,Magher wbala,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Magher+wbala,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bsharri_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Mahrouna,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mahrouna,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Majdala,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdala,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Majdaloun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdaloun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Majdalouna,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdalouna,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,6,0,1,0,Majdel,11,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,3,1,0,0,Majdel Aanjar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+Aanjar,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zahl̩_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,1,0,0,Majdel Baana,3,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+Baana,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,3,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,0,1,0,Majdel Balhis,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+Balhis,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Beqaa_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,2,Majdel El-Aqoura,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+El-Aqoura,0,1,0,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,0,1,0,Majdel El-Meouch,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+El-Meouch,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,9,0,1,1,Majdel Selm,5,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+Selm,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Marjeyoun_District,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,0,0,1,0,Majdel el-Koura,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+el-Koura,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/North_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Majdel tarchich,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdel+tarchich,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,3,1,0,0,Majdelyoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdelyoun,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Sidon_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,0,1,0,Majdelzoun,7,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Majdelzoun,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,0,0,0,Maknounet Jezzine,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maknounet+Jezzine,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,9,0,1,1,Makseh,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Makseh,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Zahl̩_District,0,7,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Malkiyah Village,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Malkiyah+Village,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,3,0,1,0,Mansoura,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mansoura,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,4,1,0,0,Mansoura ,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mansoura+,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,0,1,0,0,Mansouri,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mansouri,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Mansouriyet Bhamdoun,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mansouriyet+Bhamdoun,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Aley_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,6,1,0,0,Maqneh,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maqneh,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Baalbek-Hermel_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,3,1,0,0,Mar Boutros Karm Et-Tine,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mar+Boutros+Karm+Et-Tine,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,0,9,1,0,3,Mar Chaaya,2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mar+Chaaya,0,0,1,https://impact.cib.gov.lb/home#open_data_section,1,http://dbpedia.org/resource/Matn_District,0,5,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Mar Mama,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mar+Mama,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Batroun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,0,0,0,Mar Moussa Ed-Douar,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mar+Moussa+Ed-Douar,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Marj Barja,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Marj+Barja,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,3,1,0,0,Marj Ez-Zouhour (Haouch El-Qinnaabeh),2,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Marj+Ez-Zouhour+%28Haouch+El-Qinnaabeh%29,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Hasbaya_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Marjaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Marjaba,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,1,0,0,1,0,Markaba,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Markaba,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Marjeyoun_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,0,0,0,0,Maroun Er-Ras,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maroun+Er-Ras,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bint_Jbeil_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,1,0,1,0,0,Massa,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Massa,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zahl̩_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,1,0,0,Massaaoudiyeh,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Massaaoudiyeh,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Mayasseh,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mayasseh,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Maydoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Maydoun,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Western_Beqaa_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,3,1,0,0,Mayfadoun,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mayfadoun,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Nabatieh_Governorate,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,0,0,0,0,Mayfouq,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mayfouq,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Byblos_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
0,0,6,1,0,0,Mayrouba,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mayrouba,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Keserwan_District,0,10,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,6,0,1,0,Mazareaa Jabal Akroum,10,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazareaa+Jabal+Akroum,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,0,1,0,0,Mazraat Assaf,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Assaf,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bsharri_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,0,3,0,1,0,Mazraat Balda,6,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Balda,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
1,1,3,0,1,0,Mazraat Bani Saab,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Bani+Saab,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Bsharri_District,0,1,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,1,1,1,0,0,Mazraat Bani Sakher,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Bani+Sakher,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,3,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,1,3,1,0,0,Mazraat Beit Ghattas,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Beit+Ghattas,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Akkar_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
1,1,0,1,0,0,Mazraat Ech-Chouf,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Ech-Chouf,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,4,1,0,0,Mazraat El-Hdaira,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+El-Hdaira,1,0,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Matn_District,3,4,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,1
0,0,0,0,0,0,Mazraat El-Mathane,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+El-Mathane,0,0,0,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/South_Governorate,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,0,0
1,0,6,1,0,0,Mazraat Es-Dahr,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Es-Dahr,1,0,1,https://impact.cib.gov.lb/home#open_data_section,0,https://dbpedia.org/page/Mount_Lebanon_Governorate,0,2,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,1
0,0,4,0,1,0,Mazraat Et-Teffah,1,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Et-Teffah,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,1,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,1,0,0
0,0,3,1,0,0,Mazraat Ez-Zalloutiyeh,4,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Ez-Zalloutiyeh,1,1,1,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Tyre_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
0,1,0,1,0,0,Mazraat Harkish,0,http://linked.aub.edu.lb/CODEC/Lebanon/observation/Tourism-Mazraat+Harkish,1,1,0,https://impact.cib.gov.lb/home#open_data_section,0,http://dbpedia.org/resource/Zgharta_District,0,0,Impact Open Data,http://linked.aub.edu.lb/CODEC/Lebanon/Dataset/Tourism-Lebanon-2023,0,1,0
